giorno;Nome Stazione;Preneste;Francia;Magna Grecia;Cinecittà;Colleferro Oberdan;Colleferro Europa;Allumiere;Civitavecchia;Guidonia;Ada;Guido;Cavaliere;Ciampino;Fermi;Bufalotta;Cipro;Tiburtina;Arenula;Malagrotta;Civitavecchia Porto;Civitavecchia Villa Albani;Civitavecchia Via Morandi;Civitavecchia Via Roma;Fiumicino Porto;Fiumicino Villa Guglielmi;Aurelia;S.Agostino;Fiumaretta;Faro;CampoOro;S.Gordiano;Allumiere-AldoMoro;Tolfa;S.Marinella;Tarquinia;MonteRomano;Ceccano;Ferentino;Anagni;Alatri;Fontechiari;Cassino;Frosinone Scalo;Mazzini;LT-Tasso;Aprilia 2;Latina Scalo;Gaeta Porto;LT-De Chirico;Viterbo;Acquapendente;Civita Castellana Petrarca;Rieti 1;Leonessa
14/04/2020;;24;19;22;24;22;29;15;16;19;17;16;20;18;19;18;15;22;21;21;17;18;-999;-999;16;15;14;12;18;17;16;-999;18;15;-999;-999;16;31;29;10;22;18;25;25;25;20;16;18;19;16;16;18;21;13;13
15/04/2020;;12;11;16;12;12;13;10;12;13;11;15;12;13;15;13;12;15;19;15;13;13;-999;-999;14;11;9;11;13;13;11;12;9;12;-999;-999;13;16;11;10;10;10;11;15;11;15;12;14;11;13;9;11;12;10;8
16/04/2020;;18;16;21;-999;13;21;9;14;18;16;18;18;20;19;19;16;20;21;20;19;20;-999;-999;14;16;12;14;14;17;13;19;15;13;-999;-999;16;24;21;16;17;11;16;21;17;18;14;15;13;18;12;12;11;11;10
17/04/2020;;22;19;25;-999;17;-999;16;16;19;23;-999;17;21;21;22;16;24;19;19;17;20;-999;-999;16;18;14;15;16;22;15;16;16;19;-999;-999;14;29;21;18;21;16;21;21;19;17;17;15;17;17;13;13;14;17;19
18/04/2020;;21;16;19;19;21;26;15;19;24;14;-999;19;16;14;19;17;21;19;17;18;20;-999;-999;15;15;13;13;18;20;17;15;11;17;-999;-999;15;27;29;23;32;24;27;15;24;-999;15;17;20;17;16;13;17;24;29
19/04/2020;;24;20;27;27;28;36;23;20;28;20;-999;28;20;20;31;21;30;25;25;18;20;-999;-999;17;17;12;12;23;19;20;19;18;21;-999;-999;16;31;38;30;31;24;33;-999;30;-999;24;23;22;22;22;18;17;25;23
20/04/2020;;42;16;19;18;19;20;13;13;21;16;-999;19;12;12;24;13;21;16;22;15;17;-999;-999;15;17;9;12;18;13;18;14;8;13;-999;-999;10;25;23;16;18;13;22;-999;19;-999;17;18;18;14;11;8;27;16;9
21/04/2020;;19;10;20;16;13;17;5;9;13;7;19;14;13;15;11;8;18;14;16;10;8;-999;-999;17;19;-999;-999;11;5;12;9;3;2;-999;-999;3;16;13;9;9;4;18;11;10;22;21;21;19;19;5;5;10;4;2
22/04/2020;;12;9;11;10;9;9;3;5;12;13;9;11;11;11;10;6;12;9;6;4;7;-999;-999;11;8;3;5;7;4;7;6;6;8;-999;-999;6;12;8;3;6;6;5;10;6;12;10;11;8;10;6;7;3;8;4
23/04/2020;;9;10;13;12;9;18;9;13;11;10;8;11;16;16;10;10;16;9;12;9;13;-999;-999;8;6;10;13;12;12;12;12;9;10;-999;-999;14;14;10;8;9;9;8;11;8;8;11;9;10;8;11;14;6;9;8
24/04/2020;;16;20;22;16;11;17;13;16;16;16;16;16;22;22;19;19;21;-999;18;13;16;-999;-999;9;13;15;16;16;17;17;16;17;15;-999;-999;18;14;15;13;11;12;15;14;15;13;15;13;16;12;16;17;9;12;11
25/04/2020;;20;15;19;17;14;18;11;12;18;16;13;16;18;17;17;16;18;-999;17;9;9;-999;-999;10;12;9;13;14;14;13;13;13;10;-999;-999;13;15;18;15;13;13;15;17;15;13;13;12;13;13;13;11;16;11;13
26/04/2020;;11;9;11;13;8;11;6;6;11;9;8;11;10;9;8;8;9;9;11;5;4;-999;-999;8;8;4;6;8;8;8;6;8;5;-999;-999;7;12;12;10;10;8;12;10;10;9;9;9;8;8;7;5;12;28;9
27/04/2020;;15;16;16;13;10;21;7;8;13;13;11;12;12;14;16;11;17;-999;15;9;14;-999;-999;8;10;4;9;12;13;10;9;8;9;-999;-999;12;16;15;11;12;10;12;11;12;14;12;11;11;11;10;7;9;7;8
28/04/2020;;19;23;23;19;12;17;10;14;14;16;16;15;16;20;22;19;21;-999;20;12;20;-999;-999;11;15;10;18;15;13;17;17;11;10;-999;-999;12;20;17;13;15;11;14;19;15;19;17;14;15;16;10;11;10;12;7
29/04/2020;;19;14;21;17;13;16;11;21;16;16;17;16;20;19;23;16;20;21;20;19;22;-999;-999;16;17;15;18;23;21;29;18;10;12;-999;-999;16;14;15;7;11;8;12;9;13;16;16;15;17;16;13;9;14;12;6
30/04/2020;;17;13;18;13;12;14;8;14;12;13;13;15;14;13;14;13;16;19;-999;14;21;-999;-999;15;13;7;12;14;14;15;14;9;10;-999;-999;10;17;14;6;11;8;16;9;11;13;15;12;14;14;10;8;12;10;7
01/05/2020;;14;15;17;16;12;22;14;24;12;12;13;12;15;12;20;13;16;16;-999;20;21;-999;-999;16;15;12;18;23;16;24;19;12;12;-999;-999;13;14;13;8;9;10;16;7;12;15;16;13;16;21;12;11;10;11;7
02/05/2020;;18;14;20;18;13;17;10;19;16;19;19;15;19;16;26;16;27;18;20;21;21;-999;-999;22;23;12;18;22;21;25;19;12;11;-999;-999;14;14;15;14;12;10;18;8;13;18;22;18;22;41;13;9;12;10;6
03/05/2020;;15;15;15;13;9;10;7;14;11;14;14;12;14;11;10;12;12;12;16;16;13;-999;-999;19;14;8;11;15;10;17;14;8;8;-999;-999;-999;13;13;10;8;9;13;8;9;16;15;13;20;27;8;7;13;9;6
04/05/2020;;10;15;14;13;11;14;6;10;12;12;13;11;15;12;11;10;13;14;11;6;9;-999;-999;14;10;7;8;11;8;9;16;7;7;-999;-999;-999;11;11;11;8;7;10;8;9;11;10;11;9;40;9;7;6;7;5
05/05/2020;;16;19;19;16;12;22;7;9;12;16;14;14;20;17;15;14;19;17;17;7;13;-999;-999;12;15;6;11;10;12;10;17;10;7;-999;-999;11;23;15;6;8;11;14;14;14;11;14;10;13;24;12;13;9;7;7
06/05/2020;;18;19;21;17;16;18;9;13;17;17;14;17;18;18;21;15;23;18;14;8;13;-999;-999;10;10;7;10;-999;10;13;19;8;9;-999;-999;12;13;15;9;13;10;12;12;11;23;15;12;10;23;11;9;11;9;6
07/05/2020;;13;20;17;12;12;13;6;16;16;18;17;14;18;13;12;11;15;18;13;12;17;-999;-999;10;11;8;9;15;13;13;28;10;9;-999;-999;16;12;13;16;10;7;11;8;10;14;15;13;13;26;9;8;11;7;5
08/05/2020;;15;19;17;16;13;21;7;15;16;17;14;17;16;14;14;12;19;19;16;11;14;-999;-999;9;12;6;9;12;13;13;23;10;9;-999;-999;15;16;23;17;13;9;13;15;16;15;13;14;12;20;15;10;10;11;8
09/05/2020;;16;15;17;19;14;29;8;11;17;19;15;17;30;14;15;14;19;17;16;12;12;-999;-999;10;15;9;10;11;13;11;12;11;10;-999;-999;14;18;19;17;13;11;15;18;17;14;16;14;14;17;14;11;13;10;9
10/05/2020;;18;13;16;-999;13;18;6;8;15;18;14;16;17;14;15;12;19;16;15;8;13;-999;-999;11;15;5;8;13;10;11;12;10;8;-999;-999;10;11;17;13;12;9;14;10;13;13;15;12;9;12;12;10;13;11;15
11/05/2020;;19;20;17;19;14;17;10;13;15;12;16;14;18;12;22;12;24;20;15;11;17;-999;-999;12;14;7;8;15;10;15;25;7;8;-999;-999;11;15;15;-999;-999;10;19;8;15;15;18;14;15;18;11;10;12;10;11
12/05/2020;;20;17;17;20;15;17;15;19;17;23;19;16;20;17;17;25;20;21;23;19;24;-999;-999;15;20;12;15;22;14;25;42;11;13;-999;-999;15;14;15;13;13;8;-999;11;-999;17;33;16;18;19;15;14;11;13;8
13/05/2020;;25;28;33;34;25;36;19;24;29;28;30;30;28;30;41;31;35;43;37;20;33;-999;-999;22;30;12;19;27;17;26;58;15;20;-999;-999;22;23;24;22;19;13;21;14;20;25;23;24;18;23;22;19;13;22;20
14/05/2020;;46;44;60;53;47;55;39;45;52;51;49;46;49;43;60;54;59;63;54;49;55;-999;-999;34;44;34;40;48;44;52;62;34;35;-999;-999;41;49;47;46;43;33;44;27;44;45;49;42;45;45;38;37;29;41;53
15/05/2020;;44;20;27;22;24;26;14;22;25;32;23;24;26;18;24;23;26;31;24;22;24;-999;-999;26;23;16;17;22;23;24;-999;14;15;-999;-999;-999;23;28;26;24;22;32;15;25;23;23;22;35;30;17;14;46;22;21
16/05/2020;;21;21;28;24;23;28;15;29;27;26;27;28;26;21;22;21;26;30;26;21;36;-999;-999;24;27;15;13;29;28;26;-999;18;19;-999;-999;-999;25;26;24;22;16;25;17;22;25;30;27;28;27;15;15;14;19;13
17/05/2020;;42;40;51;52;35;41;37;33;45;53;40;41;47;34;58;45;58;47;42;35;38;-999;-999;29;37;33;33;38;43;36;-999;36;38;-999;-999;-999;30;34;32;26;23;32;22;29;45;51;38;39;45;31;36;17;34;30
18/05/2020;;38;42;44;52;27;30;24;28;37;36;35;40;-999;30;38;33;40;42;37;29;35;-999;-999;30;33;24;26;36;32;31;-999;27;28;-999;-999;-999;25;28;28;25;20;27;19;24;32;37;30;32;35;26;26;37;23;22
19/05/2020;;31;21;28;-999;26;30;15;20;28;22;23;22;-999;16;31;20;32;23;22;16;17;-999;-999;22;18;11;15;20;13;20;-999;13;11;-999;-999;17;22;25;25;22;19;27;18;23;20;22;20;24;22;18;18;23;18;19
20/05/2020;;17;15;18;21;17;17;7;18;14;9;25;14;15;12;14;12;17;17;13;12;15;-999;-999;16;17;9;10;16;-999;13;17;8;8;-999;-999;14;16;17;13;12;10;16;11;18;17;17;13;17;17;9;9;16;8;5
21/05/2020;;12;16;17;15;11;21;11;18;15;16;18;-999;19;16;13;15;18;18;15;14;15;-999;-999;16;20;10;10;19;14;16;15;12;13;-999;-999;18;13;12;10;8;9;15;10;11;16;15;13;12;17;12;11;8;10;25
22/05/2020;;18;17;20;20;16;18;9;17;17;23;14;15;24;17;20;18;22;21;17;13;19;-999;-999;14;16;13;12;15;18;14;30;12;11;-999;-999;18;14;15;15;11;11;14;15;14;16;21;15;20;19;12;10;11;12;8
23/05/2020;;21;18;24;16;15;21;7;17;16;25;18;14;21;19;16;20;20;16;17;10;21;-999;-999;13;14;13;13;12;18;14;17;12;15;-999;-999;16;17;18;17;12;14;20;19;18;18;16;15;22;18;14;12;12;16;10
24/05/2020;;19;18;23;16;13;18;11;14;15;24;18;13;15;17;20;18;23;18;16;12;17;-999;-999;13;17;12;20;15;16;15;17;12;15;-999;-999;20;15;15;15;11;13;13;15;13;17;15;12;18;15;13;10;14;13;7
25/05/2020;;18;15;18;16;14;21;-999;21;14;19;17;16;19;14;14;15;19;14;16;11;17;-999;-999;12;15;7;11;15;15;12;-999;9;11;-999;-999;11;12;12;12;10;7;9;9;11;12;14;13;12;14;9;10;12;10;5
26/05/2020;;15;13;17;15;15;16;-999;17;12;17;19;13;17;13;12;13;16;16;14;9;13;-999;-999;11;13;6;9;14;10;12;42;6;7;-999;-999;29;13;13;11;9;5;16;10;12;12;14;10;9;12;8;6;6;5;4
27/05/2020;;11;11;12;11;10;-999;6;13;9;14;15;13;18;11;11;8;11;12;9;7;8;-999;-999;11;13;6;6;12;7;9;12;8;6;-999;-999;11;12;8;8;5;5;7;6;7;10;10;10;8;12;7;6;7;6;5
28/05/2020;;13;13;13;15;12;28;5;14;15;13;14;25;19;10;14;9;18;12;16;8;12;-999;-999;10;11;4;7;12;9;11;31;10;6;-999;-999;9;9;13;11;10;5;12;7;10;9;13;12;9;13;10;9;6;6;7
29/05/2020;;17;14;16;13;15;16;11;12;12;13;14;12;13;13;17;12;28;15;16;11;15;-999;-999;11;15;7;-999;13;9;13;15;9;7;-999;-999;-999;13;12;10;9;6;13;11;11;11;12;12;12;11;10;7;-999;6;6
30/05/2020;;12;12;17;10;7;13;4;6;10;9;10;9;7;10;10;12;13;9;14;5;10;-999;-999;8;8;3;6;8;6;8;5;5;5;-999;-999;-999;10;10;5;7;5;9;5;8;9;9;7;4;7;6;6;6;3;4
31/05/2020;;12;7;13;12;12;16;6;10;11;9;12;10;6;9;11;8;14;11;13;9;9;-999;-999;8;12;3;10;11;5;11;6;6;6;-999;-999;-999;11;11;7;9;5;11;9;10;8;10;10;7;10;9;9;10;6;6
01/06/2020;;13;13;15;15;11;20;5;15;13;14;14;13;14;13;14;13;17;14;15;10;11;-999;-999;9;13;6;9;13;12;12;9;5;6;-999;-999;-999;14;13;10;11;5;10;8;12;12;13;11;7;11;7;6;16;0;6
02/06/2020;;14;14;13;14;11;16;6;9;12;12;13;12;11;9;13;9;16;14;13;8;10;-999;-999;8;13;8;7;12;11;13;9;7;8;-999;-999;9;14;13;10;7;6;11;9;11;12;13;9;8;13;8;8;9;6;6
03/06/2020;;14;12;15;14;13;18;7;9;12;9;11;12;12;11;13;10;17;12;17;10;15;-999;-999;8;9;7;7;12;10;12;19;7;10;-999;-999;12;16;14;11;11;7;-999;11;12;12;18;11;11;12;9;8;10;8;6
04/06/2020;;14;13;15;20;14;15;8;11;13;12;17;14;10;13;13;9;15;16;18;12;22;-999;-999;11;24;4;12;18;9;17;27;7;8;-999;-999;15;12;12;9;8;5;-999;5;-999;13;11;11;9;12;11;11;11;9;7
05/06/2020;;28;20;23;22;13;20;11;23;17;15;21;16;17;16;33;16;32;16;24;24;24;-999;-999;20;25;15;22;27;18;33;-999;11;10;-999;-999;18;15;13;9;10;6;15;6;11;20;22;16;20;-999;15;8;17;9;7
06/06/2020;;21;19;23;20;18;21;10;15;15;17;19;14;20;13;29;14;28;16;21;18;20;-999;-999;20;21;12;18;18;17;17;16;10;9;-999;-999;-999;18;15;13;11;9;17;11;13;19;21;16;23;38;14;10;11;11;8
07/06/2020;;19;17;18;18;14;17;12;14;13;14;16;13;13;13;17;13;16;16;15;14;18;-999;-999;17;15;11;14;17;16;18;20;11;11;-999;-999;-999;18;15;14;11;11;16;9;13;16;31;14;21;27;11;11;11;13;8
08/06/2020;;19;24;22;20;12;12;13;27;12;15;16;13;22;16;25;18;23;16;17;16;21;-999;-999;17;19;20;26;22;22;22;34;17;15;-999;-999;-999;23;10;9;8;9;10;9;8;16;21;15;26;14;14;12;12;12;9
09/06/2020;;19;-999;21;18;16;22;11;20;14;15;18;12;21;16;18;17;20;16;20;18;22;-999;-999;19;21;13;18;23;23;27;44;14;15;-999;-999;-999;12;13;10;10;8;13;12;15;16;18;14;19;-999;13;11;13;12;7
10/06/2020;;20;19;18;26;14;15;11;19;13;14;17;12;17;13;26;15;26;16;17;19;20;-999;-999;20;22;12;18;21;-999;26;51;12;13;-999;-999;15;12;11;12;9;8;13;12;9;12;24;10;15;31;13;10;14;11;8
11/06/2020;;16;16;18;13;10;11;5;16;9;17;12;8;14;15;14;11;17;-999;14;11;12;-999;-999;17;15;9;22;13;-999;14;28;8;13;-999;-999;11;8;9;8;6;5;9;7;8;10;6;9;11;8;9;8;8;7;3
12/06/2020;;13;15;17;13;10;15;5;11;12;12;12;10;14;-999;12;13;18;-999;13;9;9;-999;-999;13;13;7;12;11;9;10;34;8;-999;-999;-999;13;8;11;11;9;7;11;11;9;9;14;9;9;10;9;7;8;11;6
13/06/2020;;17;25;21;18;16;19;8;13;13;15;13;12;16;21;26;17;25;-999;14;10;15;-999;-999;12;12;8;12;12;11;12;15;10;9;-999;-999;17;13;13;12;9;9;15;8;12;12;11;10;13;13;12;10;12;11;9
14/06/2020;;23;23;20;25;13;17;8;18;14;15;18;14;17;21;31;17;33;-999;19;16;18;-999;-999;16;21;14;19;21;19;24;17;11;11;-999;-999;15;12;13;12;8;9;14;11;12;16;17;13;12;16;12;8;13;12;8
15/06/2020;;23;21;23;23;17;18;8;19;14;15;17;13;19;19;25;17;27;-999;17;15;20;-999;-999;19;20;10;17;20;16;17;34;9;11;-999;-999;14;15;13;13;11;8;15;9;13;22;21;16;21;24;12;12;12;12;7
16/06/2020;;15;18;15;16;11;14;8;15;11;11;16;12;17;14;18;12;20;14;13;15;21;-999;-999;15;15;14;17;19;16;15;18;10;9;-999;-999;15;12;11;9;8;3;15;6;10;19;14;15;21;22;10;9;7;8;4
17/06/2020;;21;23;25;27;15;21;10;19;14;16;21;17;23;23;28;20;32;25;17;17;23;-999;-999;17;19;13;18;21;19;21;32;10;11;-999;-999;13;15;14;15;10;9;20;12;13;19;20;16;17;20;13;4;10;11;6
18/06/2020;;23;23;23;27;18;20;10;21;17;17;18;16;18;25;31;18;29;22;15;16;22;-999;-999;16;18;19;19;19;27;18;30;12;11;-999;-999;16;15;14;14;10;10;16;10;13;17;16;13;16;16;14;8;16;13;7
19/06/2020;;16;19;16;17;13;18;5;9;13;16;18;16;17;17;18;15;19;18;13;8;18;-999;-999;13;15;9;9;12;10;11;28;8;7;-999;-999;11;21;15;14;11;10;14;11;13;12;13;12;10;13;12;8;8;10;8
20/06/2020;;15;16;17;17;12;16;7;17;13;13;18;15;17;17;8;12;16;16;16;15;16;-999;-999;13;14;18;18;16;14;16;16;9;10;-999;-999;12;14;15;13;6;10;14;8;14;18;16;15;23;17;8;8;6;7;5
21/06/2020;;13;11;11;12;13;22;4;14;11;13;9;13;12;12;11;8;13;10;10;11;9;-999;-999;13;14;7;17;12;11;11;10;5;5;-999;-999;9;17;11;11;7;7;12;11;9;14;11;12;17;12;8;9;5;6;4
22/06/2020;;11;9;10;6;13;17;3;10;10;12;10;11;11;11;7;7;12;11;8;12;15;-999;-999;12;13;7;14;13;9;12;14;6;7;-999;-999;10;17;11;9;8;7;17;10;11;11;14;10;10;11;9;8;6;7;5
23/06/2020;;12;13;18;-999;12;43;6;13;13;13;17;14;12;15;11;11;14;14;13;10;25;-999;-999;12;17;5;10;16;9;12;14;10;9;-999;-999;13;15;12;10;8;9;17;10;11;13;12;13;14;16;10;9;10;8;8
24/06/2020;;16;17;20;17;14;32;8;13;16;20;22;18;18;21;16;15;19;20;16;11;24;-999;-999;13;17;11;14;15;11;15;39;11;12;-999;-999;17;15;15;14;11;10;17;14;13;16;15;14;15;17;13;14;13;12;9
25/06/2020;;20;22;22;22;18;39;11;15;17;20;20;18;21;23;22;17;24;22;17;13;22;-999;-999;13;13;12;17;15;11;15;36;11;9;-999;-999;17;16;20;16;13;12;18;19;18;16;18;16;17;17;14;12;16;13;13
26/06/2020;;20;25;21;17;16;25;6;15;17;22;16;21;18;21;15;15;24;23;15;12;32;-999;-999;11;13;10;13;18;15;15;22;10;8;-999;-999;14;15;-999;15;13;12;20;13;16;14;15;14;16;17;15;13;14;12;12
27/06/2020;;20;17;21;21;19;24;7;13;17;19;21;22;21;23;17;15;23;25;18;13;22;-999;-999;12;18;9;13;16;17;15;14;11;9;-999;-999;11;14;20;15;12;11;19;13;17;17;17;15;17;19;12;13;13;13;12
28/06/2020;;21;23;22;19;19;24;10;14;17;20;19;21;21;19;19;14;22;27;21;15;21;-999;-999;13;14;8;13;15;14;14;14;11;10;-999;-999;14;17;19;19;13;12;21;14;19;17;21;17;18;21;14;14;15;13;13
29/06/2020;;20;23;20;19;22;32;11;11;22;18;18;20;19;17;21;18;27;34;18;12;30;-999;-999;13;13;12;13;16;13;14;20;11;10;-999;-999;21;15;-999;18;14;13;22;12;19;15;14;17;18;16;17;14;21;12;14
30/06/2020;;19;19;19;18;16;20;15;21;17;16;19;18;19;19;24;17;32;30;17;15;33;-999;-999;14;22;10;21;18;13;18;50;15;14;-999;-999;18;16;19;16;13;11;19;13;16;16;17;37;17;-999;15;15;19;13;12
