giorno;ora;Nome Stazione;Preneste;Francia;Magna Grecia;Cinecittà;Colleferro Oberdan;Colleferro Europa;Allumiere;Civitavecchia;Guidonia;Ada;Guido;Cavaliere;Ciampino;Fermi;Bufalotta;Cipro;Tiburtina;Arenula;Malagrotta;Civitavecchia Porto;Civitavecchia Villa Albani;Civitavecchia Via Morandi;Civitavecchia Via Roma;Fiumicino Porto;Fiumicino Villa Guglielmi;Aurelia;S.Agostino;Fiumaretta;Faro;CampoOro;S.Gordiano;Allumiere-AldoMoro;Tolfa;S.Marinella;Tarquinia;MonteRomano;Ceccano;Ferentino;Anagni;Alatri;Fontechiari;Cassino;Frosinone Scalo;Mazzini;LT-Tasso;Aprilia 2;Latina Scalo;Gaeta Porto;LT-De Chirico;Viterbo;Acquapendente;Civita Castellana Petrarca;Rieti 1;Leonessa
22/01/2020;21;;78;70;74;100;71;70;25;51;65;77;21;61;69;103;114;87;130;91;74;85;96;19;88;79;82;21;21;25;33;15;49;33;3;-999;-999;9;68;38;64;59;10;80;83;63;84;44;57;75;98;25;20;48;33;13
22/01/2020;22;;81;57;95;91;59;73;25;66;55;74;22;51;61;82;106;84;103;98;78;70;74;14;102;81;70;20;12;15;26;9;32;27;2;-999;-999;6;58;33;67;45;13;71;63;40;70;36;55;59;82;18;17;41;31;9
22/01/2020;23;;80;47;91;84;39;55;23;61;29;64;47;45;55;80;84;88;77;94;76;54;50;10;86;70;63;11;9;10;14;6;13;24;1;-999;-999;6;49;26;74;34;10;61;51;45;58;25;48;32;75;14;12;36;20;8
22/01/2020;24;;65;59;74;72;34;48;17;41;28;47;74;41;43;79;74;71;69;72;77;29;46;7;75;74;63;4;4;7;5;3;8;13;2;-999;-999;6;41;23;72;26;9;50;46;60;37;22;38;36;46;11;8;30;15;13
23/01/2020;1;;57;53;64;-999;37;45;20;16;23;40;65;43;24;63;-999;61;65;61;69;21;32;2;64;74;73;2;2;6;3;3;6;7;2;-999;-999;5;33;20;60;21;5;43;41;48;30;30;29;22;38;6;8;23;9;4
23/01/2020;2;;51;44;61;53;36;39;21;14;17;35;62;36;15;55;50;54;58;53;58;17;16;2;48;69;69;3;1;4;1;3;6;6;9;-999;-999;3;31;16;45;16;6;41;35;28;31;25;13;19;36;4;8;23;7;4
23/01/2020;3;;51;42;52;46;33;34;10;6;11;36;35;31;8;47;48;52;54;49;32;9;9;1;29;60;-999;11;0;4;1;3;4;3;5;-999;-999;4;27;12;45;13;5;34;34;22;21;18;9;14;25;3;7;19;5;3
23/01/2020;4;;-999;-999;-999;34;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;36;-999;-999;-999;-999;-999;-999;2;-999;-999;54;-999;-999;-999;-999;-999;9;3;-999;-999;-999;-999;23;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
23/01/2020;5;;50;40;48;20;30;34;24;14;16;25;23;30;35;44;19;29;48;33;32;18;36;-999;40;48;50;3;1;6;3;4;11;4;11;-999;-999;4;24;16;42;19;5;32;30;34;19;27;37;29;27;7;7;19;10;4
23/01/2020;6;;37;39;42;32;26;29;23;30;13;28;18;31;27;42;19;32;39;38;26;36;53;13;69;34;37;7;2;8;6;6;23;5;31;-999;-999;5;-999;15;45;25;6;35;34;28;30;19;41;47;35;9;13;19;12;5
23/01/2020;7;;40;43;53;46;28;27;22;52;24;33;24;37;32;48;36;46;53;43;31;59;79;17;82;37;35;13;3;16;12;9;25;14;4;-999;-999;6;28;17;59;42;5;34;33;37;41;23;50;74;49;14;13;21;22;10
23/01/2020;8;;45;42;61;50;26;31;25;62;26;32;35;42;35;49;44;46;59;46;44;81;108;31;100;48;45;33;5;34;40;11;60;19;9;-999;-999;6;30;31;80;52;15;34;42;56;48;42;52;86;72;23;12;33;20;22
23/01/2020;9;;47;47;57;50;31;33;23;71;36;-999;30;39;38;51;53;46;63;52;-999;107;101;42;123;51;49;38;5;35;30;21;52;23;11;-999;-999;9;30;33;82;73;27;41;46;68;47;43;62;91;78;28;17;23;26;26
23/01/2020;10;;49;68;59;53;44;34;18;67;29;37;30;38;45;53;51;47;52;57;54;72;74;53;87;51;53;25;4;41;24;31;37;23;21;-999;-999;10;37;38;77;79;25;64;65;87;47;42;49;58;66;22;16;21;22;9
23/01/2020;11;;43;-999;66;61;73;41;16;40;36;41;27;-999;63;57;41;47;56;58;42;27;37;44;42;54;61;11;4;15;24;21;20;13;11;-999;-999;12;51;43;77;74;12;95;90;89;54;39;41;26;49;14;13;23;30;6
23/01/2020;12;;44;-999;74;51;73;64;16;23;30;47;24;-999;60;71;31;44;74;56;39;15;28;50;28;55;60;5;2;13;21;15;21;6;12;-999;-999;7;60;46;81;56;13;103;92;77;29;24;-999;21;28;12;8;26;25;4
23/01/2020;13;;46;-999;71;44;60;43;21;20;23;45;15;-999;53;78;28;49;53;58;34;13;21;50;25;37;48;5;3;21;18;15;13;7;9;-999;-999;7;43;41;92;48;9;82;72;63;25;17;32;15;36;13;8;20;25;2
23/01/2020;14;;43;-999;72;40;60;38;22;16;19;41;12;-999;48;80;36;58;52;58;30;12;17;51;24;33;47;11;8;8;16;15;16;7;10;-999;-999;6;30;37;101;47;9;92;60;49;19;20;35;16;32;14;8;21;24;2
23/01/2020;15;;51;-999;75;42;58;33;20;13;23;26;10;-999;51;80;37;50;61;45;27;10;15;43;24;32;52;13;8;12;10;12;22;6;9;-999;-999;5;26;27;88;47;9;87;62;45;22;17;25;24;31;14;8;19;28;4
23/01/2020;16;;61;-999;68;48;40;40;20;15;33;33;14;24;45;87;49;83;68;65;24;12;15;45;29;28;52;13;3;9;7;15;18;9;13;-999;-999;9;52;23;70;57;14;104;53;40;18;19;27;36;30;13;8;19;34;10
23/01/2020;17;;78;-999;81;57;67;88;25;23;53;42;22;44;76;111;92;117;74;76;33;56;25;51;44;21;70;13;3;8;9;24;17;16;18;-999;-999;16;87;42;80;95;13;119;87;55;25;25;30;41;40;22;28;34;75;7
23/01/2020;18;;100;-999;110;110;75;97;21;51;94;44;21;83;93;119;112;117;122;95;41;78;63;26;86;35;100;36;9;33;19;31;58;40;33;-999;-999;22;94;44;104;123;9;103;109;86;68;57;78;83;78;35;25;77;73;11
23/01/2020;19;;98;-999;103;98;75;106;16;53;84;79;18;83;93;127;121;97;173;85;53;102;115;21;106;77;80;29;18;52;25;23;60;35;23;-999;-999;13;84;50;102;123;10;91;99;45;94;93;100;104;122;34;32;87;65;8
23/01/2020;20;;90;-999;106;102;83;105;15;61;57;84;21;75;83;133;130;91;182;110;69;94;108;19;103;95;85;27;23;47;28;20;57;34;23;-999;-999;16;79;35;95;99;12;99;90;50;98;82;81;106;131;32;26;63;43;6
23/01/2020;21;;81;-999;115;109;63;88;16;67;61;89;32;66;77;140;125;88;148;126;81;88;102;21;124;97;87;18;26;34;37;18;45;24;22;-999;-999;11;66;34;87;67;17;89;78;48;88;66;57;105;127;28;18;49;32;17
23/01/2020;22;;78;-999;120;107;49;71;19;78;46;80;21;56;61;109;113;95;110;116;73;60;77;19;100;91;83;19;16;17;26;12;41;30;49;-999;-999;10;53;26;75;46;13;82;63;58;64;71;46;82;83;21;17;47;29;8
23/01/2020;23;;76;-999;109;96;38;55;16;68;45;58;29;49;46;87;89;87;83;84;72;40;65;13;91;90;83;11;7;16;21;12;29;24;62;-999;-999;10;46;22;73;36;9;66;59;56;61;80;48;70;73;18;18;37;21;21
23/01/2020;24;;64;-999;82;75;35;44;20;66;38;48;40;50;39;72;69;71;75;68;61;49;62;9;79;88;73;10;4;14;13;8;31;24;58;-999;-999;7;41;25;65;34;8;52;53;40;62;54;42;69;63;13;11;34;14;8
24/01/2020;1;;57;-999;73;-999;30;34;23;52;33;43;58;46;39;61;-999;63;65;60;65;36;45;8;73;81;70;9;4;12;12;7;18;26;63;-999;-999;4;34;17;66;29;9;41;52;47;46;35;24;62;54;11;8;29;10;7
24/01/2020;2;;48;-999;60;59;23;31;23;26;29;38;38;46;22;54;50;55;50;52;63;24;25;5;59;74;67;5;4;10;7;6;14;26;24;-999;-999;5;29;15;51;20;6;37;37;39;38;19;16;44;48;7;6;25;6;7
24/01/2020;3;;42;-999;56;56;26;28;19;14;21;35;28;37;8;49;58;47;45;51;54;19;16;4;39;64;-999;4;3;7;4;5;9;26;33;-999;-999;11;28;12;48;14;6;32;35;23;35;15;14;37;43;6;6;23;4;6
24/01/2020;4;;-999;-999;-999;49;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;41;-999;-999;-999;-999;-999;-999;7;-999;-999;54;-999;-999;-999;-999;-999;14;26;-999;-999;-999;-999;22;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
24/01/2020;5;;48;-999;51;47;26;27;29;22;20;33;32;45;26;45;36;39;46;40;53;23;26;-999;36;52;49;10;3;13;12;13;21;31;42;-999;-999;14;20;17;38;15;4;30;25;25;32;19;37;47;45;7;5;19;9;4
24/01/2020;6;;41;-999;50;45;28;24;25;21;29;34;28;46;42;41;38;44;42;38;48;28;44;24;41;48;47;14;4;22;13;15;20;24;25;-999;-999;14;-999;16;49;27;5;38;26;32;42;16;46;59;46;11;7;22;10;4
24/01/2020;7;;39;-999;58;47;27;28;20;27;42;30;37;40;43;42;40;46;54;40;53;30;39;29;58;46;47;14;7;29;10;18;22;17;22;-999;-999;19;25;21;57;41;5;36;37;40;47;22;47;75;53;18;9;24;22;9
24/01/2020;8;;42;-999;69;53;29;27;28;35;51;34;47;46;60;47;47;51;69;47;62;34;33;30;68;46;46;16;8;22;9;21;32;14;30;-999;-999;26;26;28;78;68;11;35;44;63;49;33;69;86;63;29;17;36;24;30
24/01/2020;9;;48;-999;66;65;39;36;20;37;60;30;46;50;63;49;56;57;71;49;61;38;32;20;78;53;52;12;11;21;6;23;23;9;32;-999;-999;21;31;36;92;134;24;54;70;84;56;42;63;120;74;33;16;31;29;27
24/01/2020;10;;64;-999;71;71;57;48;17;22;45;35;43;43;82;54;58;53;87;56;57;29;22;17;57;60;61;8;6;16;8;19;19;9;30;-999;-999;18;45;46;82;103;22;77;85;67;52;53;67;91;37;42;16;31;30;13
24/01/2020;11;;57;-999;77;74;71;79;14;18;24;43;38;42;57;63;53;54;82;60;52;23;20;14;54;70;68;7;2;13;7;15;17;12;23;-999;-999;14;66;48;82;72;16;106;89;80;50;35;50;79;28;19;29;31;33;7
24/01/2020;12;;61;-999;85;79;67;52;15;19;22;-999;49;18;34;71;54;61;68;68;61;26;27;18;57;84;70;8;3;18;11;21;22;14;22;-999;-999;14;64;50;83;52;17;107;83;51;45;32;36;87;27;18;11;30;25;6
24/01/2020;13;;77;78;96;82;55;29;17;22;4;-999;57;13;37;78;68;75;60;73;67;30;32;21;59;77;72;11;5;20;12;23;23;16;29;-999;-999;17;54;58;63;42;12;105;57;16;51;26;38;56;26;18;8;28;23;4
24/01/2020;14;;82;94;90;89;38;21;15;17;5;-999;56;15;37;91;69;89;87;91;72;25;28;17;53;77;70;9;4;16;12;20;22;17;24;-999;-999;17;54;51;72;43;8;94;48;16;57;42;39;42;41;24;9;29;32;4
24/01/2020;15;;60;87;83;44;43;25;15;17;12;59;52;30;40;103;82;99;72;91;64;23;26;19;51;24;20;8;3;16;11;21;22;17;29;-999;-999;16;63;31;66;43;7;102;47;11;50;35;41;19;33;19;11;23;48;5
24/01/2020;16;;57;105;78;57;44;17;18;24;29;61;19;44;39;102;70;67;67;60;27;34;32;27;60;26;21;13;6;23;16;27;32;17;34;-999;-999;19;72;30;70;39;7;109;73;12;42;35;39;22;26;15;12;32;29;10
24/01/2020;17;;53;101;60;67;60;31;23;22;35;60;18;75;36;104;64;78;75;61;28;29;29;20;59;32;23;10;5;19;13;22;25;20;34;-999;-999;21;85;22;77;56;9;121;83;23;55;46;51;23;38;35;14;50;55;12
24/01/2020;18;;63;97;70;74;76;55;21;15;82;53;19;90;35;120;77;80;80;65;33;24;23;15;54;42;30;9;4;15;9;16;20;19;37;-999;-999;21;89;11;59;84;22;112;84;30;58;50;62;28;43;25;17;77;70;15
24/01/2020;19;;82;100;77;88;85;50;12;13;66;72;20;54;26;105;97;83;90;77;37;19;19;13;49;47;34;5;1;10;5;13;13;12;17;-999;-999;17;89;39;52;105;11;114;103;38;73;48;60;37;50;17;17;69;57;28
24/01/2020;20;;85;120;93;97;74;52;11;13;61;94;24;41;56;104;94;94;106;90;29;19;17;11;45;34;28;4;1;11;6;13;12;8;26;-999;-999;12;91;44;62;83;11;91;118;59;43;46;64;38;27;12;32;65;51;18
24/01/2020;21;;84;111;95;100;62;38;9;13;70;90;23;33;82;107;65;107;96;103;31;19;18;14;43;26;23;6;4;14;10;15;15;8;26;-999;-999;11;85;46;46;64;13;81;110;84;45;56;57;46;29;10;28;64;55;11
24/01/2020;22;;85;91;98;93;45;29;9;11;71;96;26;23;45;106;81;108;99;97;36;17;16;13;35;22;21;7;4;12;9;14;15;9;21;-999;-999;15;75;35;30;45;13;66;93;59;24;37;42;68;16;10;31;51;40;9
24/01/2020;23;;77;72;91;94;54;39;6;9;61;90;19;19;13;100;88;104;97;99;28;14;12;10;33;19;20;6;3;10;7;11;13;8;22;-999;-999;19;68;43;44;41;8;74;83;49;27;32;25;39;23;16;15;41;51;10
24/01/2020;24;;74;73;92;82;48;38;7;8;49;84;8;15;1;88;65;98;92;86;15;13;11;10;33;14;15;6;3;9;6;10;11;7;17;-999;-999;12;58;32;32;43;4;61;73;46;32;22;22;32;14;5;16;37;36;12
25/01/2020;1;;60;66;82;-999;38;28;7;8;49;80;5;13;-999;73;-999;51;78;66;11;10;9;9;29;13;13;6;2;7;5;8;8;6;18;-999;-999;10;57;22;32;36;7;55;70;41;15;15;18;15;10;3;12;23;17;12
25/01/2020;2;;58;66;74;65;29;23;8;3;27;61;4;14;-999;56;26;67;52;61;10;7;6;7;26;12;12;4;1;5;4;6;8;5;18;-999;-999;8;48;27;19;27;8;52;54;54;15;14;15;6;8;5;8;36;12;7
25/01/2020;3;;53;55;70;62;21;15;7;3;11;43;5;13;-999;64;16;70;52;73;8;6;5;5;24;10;-999;4;1;4;2;5;7;4;8;-999;-999;5;44;26;15;14;8;48;48;57;10;11;13;5;7;4;8;34;9;5
25/01/2020;4;;-999;-999;-999;51;-999;-999;-999;-999;-999;27;-999;-999;-999;-999;12;-999;-999;-999;-999;-999;-999;4;-999;-999;12;-999;-999;-999;-999;-999;6;4;-999;-999;-999;-999;39;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
25/01/2020;5;;54;50;65;45;32;18;13;7;17;24;14;14;1;63;9;44;42;57;17;7;5;-999;23;11;12;3;0;5;3;5;6;5;13;-999;-999;5;32;22;17;13;8;46;36;34;14;21;19;16;12;2;8;21;9;5
25/01/2020;6;;46;47;63;43;30;16;13;7;20;27;9;11;1;47;12;62;28;57;13;12;6;18;25;11;12;4;1;8;3;6;7;6;16;-999;-999;6;-999;17;14;22;6;45;33;29;18;16;28;26;9;3;6;31;12;4
25/01/2020;7;;57;57;80;39;46;17;15;7;42;45;7;13;3;76;26;72;50;67;13;11;10;13;33;12;12;4;2;8;4;8;8;5;9;-999;-999;7;33;22;17;23;6;50;37;28;12;16;19;14;10;5;4;29;12;7
25/01/2020;8;;68;76;82;63;46;23;18;8;48;54;8;14;-999;90;32;80;52;76;13;14;12;16;41;13;11;4;1;8;5;8;9;5;19;-999;-999;7;34;25;20;29;8;42;51;36;13;14;13;22;9;13;6;26;33;9
25/01/2020;9;;70;85;88;65;38;21;21;-999;51;57;7;12;13;95;30;86;42;72;14;17;15;15;47;20;12;4;1;12;5;13;13;5;20;-999;-999;8;38;27;25;49;14;44;56;25;15;25;16;26;12;14;6;33;30;11
25/01/2020;10;;57;73;78;67;45;20;22;17;44;49;9;14;14;98;33;83;49;76;14;21;19;17;51;18;13;4;2;14;6;14;13;5;10;-999;-999;9;40;37;35;55;14;45;56;33;17;22;17;43;18;13;6;28;19;11
25/01/2020;11;;48;69;63;51;51;17;25;18;27;42;6;17;24;67;33;65;39;69;14;22;18;15;53;18;14;5;2;14;8;17;20;7;19;-999;-999;11;48;40;60;71;16;40;54;24;28;24;25;27;30;13;12;19;27;8
25/01/2020;12;;32;67;65;20;53;19;24;17;21;53;5;15;18;88;29;63;42;56;8;22;18;16;47;19;19;4;2;13;7;16;14;7;24;-999;-999;10;48;34;56;62;9;41;48;50;29;19;27;33;25;11;7;20;27;4
25/01/2020;13;;23;61;58;18;45;21;22;15;15;48;5;13;18;89;33;44;35;20;6;34;17;19;40;12;28;3;2;9;5;15;11;6;14;-999;-999;8;46;35;56;43;12;42;51;34;17;20;17;40;21;13;8;22;26;6
25/01/2020;14;;19;57;58;18;34;15;21;10;7;31;4;13;9;74;33;35;27;14;5;17;9;31;31;6;23;3;0;8;1;9;4;5;7;-999;-999;4;41;37;60;45;12;44;48;26;16;13;20;28;16;13;7;16;16;4
25/01/2020;15;;22;48;53;18;34;14;21;7;4;27;3;14;14;72;29;36;28;-999;5;15;7;30;27;5;26;3;0;3;0;8;3;4;5;-999;-999;5;40;31;56;34;10;39;49;22;14;13;21;23;9;11;6;15;16;4
25/01/2020;16;;23;54;52;23;33;13;22;9;5;29;6;17;23;83;34;34;32;-999;6;6;8;36;26;7;32;2;0;9;1;9;4;4;5;-999;-999;5;44;32;56;30;13;44;45;43;15;15;28;29;12;13;4;17;18;5
25/01/2020;17;;39;59;42;30;45;15;23;9;8;34;5;19;33;95;46;42;41;-999;10;6;11;43;31;7;51;5;0;23;2;17;6;4;5;-999;-999;7;49;28;58;37;15;45;55;48;31;25;24;25;17;16;3;22;37;8
25/01/2020;18;;45;79;51;44;56;26;29;26;22;57;7;20;50;92;68;80;71;-999;19;19;28;31;57;32;39;13;0;6;11;26;25;5;11;-999;-999;16;50;32;55;46;19;50;56;43;34;39;49;32;32;23;2;32;51;7
25/01/2020;19;;67;85;59;73;54;36;30;35;47;83;10;21;42;98;73;88;79;67;37;59;67;23;92;75;51;11;3;27;10;30;34;14;14;-999;-999;21;50;38;67;48;20;50;60;39;43;49;61;31;31;33;2;43;38;8
25/01/2020;20;;67;80;73;86;47;47;34;33;55;78;23;23;41;92;79;81;85;74;51;56;67;24;83;72;69;8;8;35;10;18;29;18;24;-999;-999;15;44;31;50;41;21;45;53;42;39;45;56;38;32;29;7;52;26;11
25/01/2020;21;;66;75;78;81;44;45;26;38;50;75;38;22;36;88;75;83;83;83;70;44;62;30;81;52;53;5;4;32;7;13;24;18;12;-999;-999;14;44;27;49;43;21;49;38;35;43;46;50;42;34;28;6;43;26;6
25/01/2020;22;;62;57;76;83;39;27;15;19;44;67;48;18;27;77;55;76;77;77;71;24;21;18;54;51;47;3;3;16;2;9;11;11;12;-999;-999;9;41;32;36;34;24;49;39;21;34;39;36;65;25;22;2;39;17;11
25/01/2020;23;;63;49;77;73;36;27;14;15;31;55;61;18;23;70;39;74;55;70;66;17;15;17;53;56;52;2;1;11;1;6;6;7;18;-999;-999;8;40;28;37;33;19;44;38;21;27;35;29;57;27;21;4;36;14;10
25/01/2020;24;;55;53;70;61;40;22;11;15;27;37;60;39;14;68;25;70;37;59;62;15;11;12;47;63;55;1;0;7;2;7;7;5;19;-999;-999;6;39;30;36;29;21;42;48;22;32;27;27;33;31;23;4;29;9;14
26/01/2020;1;;51;59;63;-999;41;30;13;18;25;42;51;32;15;61;-999;65;62;56;52;18;16;16;44;67;65;7;0;12;8;13;13;5;27;-999;-999;9;33;21;43;30;20;39;49;20;34;16;29;48;36;20;9;22;8;14
26/01/2020;2;;45;49;59;59;27;30;14;17;26;37;36;32;12;58;41;54;56;53;33;16;13;12;44;63;60;8;0;11;7;11;13;6;22;-999;-999;9;31;15;58;21;18;36;46;40;35;11;21;54;30;12;5;19;6;9
26/01/2020;3;;30;41;58;59;22;18;11;15;20;31;-999;32;2;52;31;48;53;50;24;12;9;14;40;59;-999;4;0;8;3;6;8;5;10;-999;-999;7;30;17;63;15;16;35;37;34;30;7;12;55;33;8;4;17;5;7
26/01/2020;4;;-999;-999;-999;50;-999;-999;-999;-999;-999;26;-999;-999;-999;-999;29;-999;-999;-999;-999;-999;-999;5;-999;-999;56;-999;-999;-999;-999;-999;6;5;-999;-999;-999;-999;26;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
26/01/2020;5;;40;37;44;39;30;18;13;9;17;24;21;27;4;33;18;24;39;27;23;6;13;-999;27;50;52;4;2;5;1;4;6;4;10;-999;-999;4;27;11;43;16;15;33;31;20;17;16;20;27;20;4;4;14;11;4
26/01/2020;6;;39;31;43;36;23;17;10;11;14;22;13;21;8;30;22;28;36;23;19;10;22;14;32;34;38;3;1;5;1;3;5;3;7;-999;-999;3;-999;8;45;10;16;27;20;19;18;12;22;27;17;5;6;13;10;4
26/01/2020;7;;41;34;50;38;21;12;10;10;14;21;14;30;20;32;24;31;40;31;25;20;26;12;56;34;31;3;3;5;0;4;9;3;6;-999;-999;3;26;10;47;15;15;22;27;18;15;12;33;22;21;6;6;13;10;5
26/01/2020;8;;41;28;52;39;27;14;14;21;17;21;18;45;32;35;33;34;40;34;32;50;48;13;73;33;32;6;1;6;1;5;10;4;3;-999;-999;4;25;11;44;22;14;26;21;16;25;16;40;27;25;10;6;12;11;6
26/01/2020;9;;39;27;52;40;30;29;19;-999;20;21;16;43;37;33;31;29;39;33;32;64;42;18;70;32;33;7;2;9;4;6;10;5;6;-999;-999;4;28;14;49;21;18;30;29;22;16;13;30;52;32;9;6;10;11;4
26/01/2020;10;;40;34;50;39;30;22;17;40;23;22;14;31;36;32;30;27;47;34;22;39;35;23;73;31;31;7;2;17;6;10;18;6;15;-999;-999;4;31;14;63;30;20;25;35;28;21;15;35;35;21;7;7;10;8;7
26/01/2020;11;;35;37;53;36;27;28;9;20;27;28;13;20;47;39;31;29;43;37;16;22;16;10;44;24;27;3;2;16;3;12;10;7;12;-999;-999;6;33;27;69;31;23;24;36;26;15;16;51;38;19;6;9;9;12;6
26/01/2020;12;;32;38;61;33;33;23;16;21;27;40;7;12;47;46;27;30;43;37;14;15;15;41;42;24;29;3;1;8;3;18;12;5;8;-999;-999;7;30;8;66;50;24;26;35;22;17;13;58;49;25;5;11;11;13;7
26/01/2020;13;;32;41;53;26;35;20;22;18;13;45;5;12;37;51;29;33;44;41;13;24;35;44;55;22;28;3;0;5;5;18;19;3;6;-999;-999;4;49;19;74;44;24;28;39;23;22;11;33;50;17;12;10;9;11;6
26/01/2020;14;;31;52;55;28;31;19;21;12;6;41;6;14;13;40;23;33;36;31;11;19;16;22;39;17;25;3;1;6;5;6;12;5;7;-999;-999;5;43;23;69;38;25;30;42;36;13;9;16;37;8;8;5;10;13;6
26/01/2020;15;;25;40;47;23;29;14;19;10;6;38;7;12;14;48;23;24;29;17;8;13;18;27;30;14;26;2;1;4;7;8;7;6;8;-999;-999;4;37;29;47;25;24;30;44;33;11;6;16;14;6;7;3;9;12;4
26/01/2020;16;;30;59;52;21;26;10;26;6;9;34;5;12;21;52;25;28;39;18;9;17;22;29;35;-999;26;2;0;6;6;13;14;3;9;-999;-999;4;26;23;62;27;23;28;28;18;9;8;11;8;7;9;5;14;23;3
26/01/2020;17;;45;79;67;31;34;12;18;9;19;30;5;20;20;49;33;34;57;27;8;40;37;34;55;-999;33;2;1;10;7;14;14;3;7;-999;-999;4;46;21;62;47;19;35;39;28;22;12;25;13;28;12;13;26;26;8
26/01/2020;18;;69;91;55;41;53;41;21;29;33;29;8;34;41;56;64;49;87;37;10;57;54;40;83;-999;36;10;4;30;23;12;39;21;13;-999;-999;10;45;31;62;62;21;42;57;63;69;23;64;37;96;22;7;35;31;35
26/01/2020;19;;72;73;60;56;37;58;16;45;35;30;11;58;62;79;82;72;88;51;11;53;65;29;96;-999;38;21;7;27;39;14;60;30;11;-999;-999;5;61;29;68;60;21;41;59;70;59;43;59;49;78;26;12;24;33;40
26/01/2020;20;;68;64;75;73;49;61;13;35;39;57;17;62;61;83;75;71;84;69;34;45;49;24;107;-999;35;15;15;18;24;11;46;20;4;-999;-999;8;49;26;64;54;19;43;56;57;48;35;65;49;72;21;13;30;34;25
26/01/2020;21;;68;64;74;84;42;48;16;50;47;66;12;63;59;101;81;70;105;70;35;35;60;18;98;-999;42;15;12;13;17;8;33;18;4;-999;-999;8;41;21;62;43;17;44;51;60;57;38;50;41;69;21;8;30;28;8
26/01/2020;22;;64;61;77;80;37;45;14;30;34;62;12;50;45;99;73;67;96;73;27;26;48;13;81;-999;60;12;9;10;13;8;24;3;4;-999;-999;6;39;27;61;28;16;39;51;44;44;46;43;54;54;16;6;32;22;18
26/01/2020;23;;60;45;72;84;34;46;13;15;30;52;11;41;40;90;62;56;94;63;24;26;27;13;61;-999;64;4;8;8;9;7;20;4;2;-999;-999;1;35;25;63;31;15;37;51;44;53;45;42;50;50;13;6;27;19;8
26/01/2020;24;;56;40;61;75;28;34;13;15;25;46;6;39;31;69;52;53;69;54;14;16;32;7;57;-999;52;3;6;7;3;5;15;6;2;-999;-999;2;33;26;60;16;15;31;41;44;48;38;33;55;51;11;5;20;12;6
27/01/2020;1;;49;34;57;-999;21;29;12;9;20;39;3;33;29;61;-999;52;68;47;16;12;17;5;38;44;57;3;3;6;3;3;6;3;1;-999;-999;1;34;25;55;17;16;34;36;45;37;37;19;45;34;7;4;16;11;6
27/01/2020;2;;41;28;55;54;23;24;11;3;14;32;8;30;11;51;43;44;48;46;34;5;10;3;28;54;48;2;1;4;1;3;5;3;2;-999;-999;1;32;15;40;12;15;27;35;42;29;26;15;42;28;3;4;18;12;6
27/01/2020;3;;36;23;44;46;18;25;11;3;11;29;21;33;8;38;35;39;42;40;38;7;8;2;25;45;-999;6;0;4;4;2;4;2;1;-999;-999;1;30;12;42;8;15;31;30;35;18;19;16;25;20;2;3;11;10;6
27/01/2020;4;;-999;-999;-999;38;-999;-999;-999;-999;-999;26;-999;-999;-999;-999;32;-999;-999;-999;-999;-999;-999;1;-999;-999;44;-999;-999;-999;-999;-999;4;2;-999;-999;-999;-999;27;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
27/01/2020;5;;38;33;38;38;28;30;19;8;19;25;26;33;25;38;30;30;55;32;42;12;20;-999;28;41;40;2;0;4;2;3;7;3;2;-999;-999;3;25;23;32;8;14;29;24;41;13;21;40;33;19;3;3;11;12;4
27/01/2020;6;;29;38;35;37;27;28;16;22;17;22;23;25;21;34;29;32;41;34;36;32;50;16;66;39;38;4;0;7;6;4;21;4;5;-999;-999;1;-999;33;42;22;15;34;26;38;29;21;43;36;36;8;6;16;10;4
27/01/2020;7;;29;47;51;35;31;38;18;52;33;23;27;28;26;35;30;38;54;37;37;59;73;18;86;37;35;13;4;19;15;9;34;10;4;-999;-999;2;26;29;54;30;14;32;29;39;42;32;45;54;57;13;7;17;15;10
27/01/2020;8;;34;46;50;41;39;41;22;61;44;27;36;51;50;48;36;43;72;37;45;77;89;35;97;38;38;27;7;38;38;29;46;12;6;-999;-999;7;27;26;46;49;19;34;37;44;42;47;55;77;59;22;9;15;18;25
27/01/2020;9;;37;53;58;43;63;55;31;79;54;-999;33;55;47;41;39;42;61;37;48;89;106;37;104;49;46;28;7;42;44;33;43;11;17;-999;-999;9;28;21;64;82;26;33;53;72;72;50;57;90;84;23;11;25;23;26
27/01/2020;10;;44;62;59;51;56;57;17;-999;39;-999;30;58;57;47;38;45;53;46;52;65;60;43;72;53;51;17;3;23;23;36;29;15;16;-999;-999;27;34;29;52;48;31;35;53;67;53;38;50;65;64;34;14;17;19;10
