giorno;ora;Nome Stazione;Preneste;Francia;Magna Grecia;Cinecittà;Colleferro Oberdan;Colleferro Europa;Allumiere;Civitavecchia;Guidonia;Ada;Guido;Cavaliere;Ciampino;Fermi;Bufalotta;Cipro;Tiburtina;Arenula;Malagrotta;Civitavecchia Porto;Civitavecchia Villa Albani;Civitavecchia Via Morandi;Civitavecchia Via Roma;Fiumicino Porto;Fiumicino Villa Guglielmi;Aurelia;S.Agostino;Fiumaretta;Faro;CampoOro;S.Gordiano;Allumiere-AldoMoro;Tolfa;S.Marinella;Tarquinia;MonteRomano;Ceccano;Ferentino;Anagni;Alatri;Fontechiari;Cassino;Frosinone Scalo;Mazzini;LT-Tasso;Aprilia 2;Latina Scalo;Gaeta Porto;LT-De Chirico;Viterbo;Acquapendente;Civita Castellana Petrarca;Rieti 1;Leonessa
16/01/2020;19;;428;257;423;429;88;162;24;74;405;181;26;194;120;454;562;286;870;548;164;94;105;57;214;6;84;15;9;24;34;28;100;22;8;-999;-999;15;373;55;95;390;9;250;476;162;65;129;196;190;199;80;12;146;236;9
16/01/2020;20;;515;276;480;610;79;187;18;48;375;290;17;172;98;398;595;355;810;420;177;47;89;77;193;12;102;31;11;29;30;24;54;28;17;-999;-999;5;435;60;82;189;12;313;487;207;105;199;204;312;199;92;12;56;95;6
16/01/2020;21;;510;361;430;749;103;142;9;64;198;287;21;133;100;533;553;463;823;306;102;70;91;70;190;23;136;16;32;31;28;23;71;20;13;-999;-999;6;413;35;95;118;14;492;450;235;181;97;231;192;277;77;15;52;73;11
16/01/2020;22;;425;342;446;520;112;132;10;44;303;265;19;102;73;381;583;348;708;348;131;42;50;39;110;45;130;12;13;30;10;19;69;20;10;-999;-999;8;358;60;79;90;11;340;369;90;223;118;125;140;263;50;11;66;64;11
16/01/2020;23;;268;280;353;401;155;178;9;35;206;254;25;88;58;251;415;284;575;244;209;26;54;32;87;157;173;8;9;17;11;16;60;19;6;-999;-999;11;299;54;64;57;15;326;335;97;102;69;111;112;102;41;14;69;36;16
16/01/2020;24;;254;226;307;198;120;122;10;22;129;169;18;104;43;226;244;248;534;228;159;31;47;24;89;287;212;3;7;12;5;12;38;13;4;-999;-999;8;254;29;47;63;8;312;300;104;95;102;108;104;137;36;11;54;25;9
17/01/2020;1;;258;192;272;-999;97;124;8;12;76;159;31;121;34;169;-999;217;423;148;129;14;22;17;55;270;237;3;4;7;4;11;14;11;5;-999;-999;6;229;20;46;36;7;212;290;67;95;110;111;90;110;22;8;50;17;9
17/01/2020;2;;263;144;226;219;106;120;8;10;50;123;23;106;26;105;120;150;293;109;96;10;13;12;38;275;278;3;4;8;3;12;18;6;5;-999;-999;8;161;21;44;25;7;228;290;67;67;43;29;73;87;15;5;41;18;6
17/01/2020;3;;183;95;159;215;103;99;8;9;41;116;13;91;86;85;83;91;204;130;55;9;10;13;34;181;-999;2;3;6;2;21;15;7;7;-999;-999;6;165;10;35;19;5;226;207;36;45;17;20;33;57;13;4;25;19;11
17/01/2020;4;;-999;-999;-999;162;-999;-999;-999;-999;-999;-999;32;-999;-999;-999;122;-999;-999;-999;-999;-999;-999;11;-999;-999;177;-999;-999;-999;-999;-999;13;6;-999;-999;-999;-999;173;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;4
17/01/2020;5;;128;76;125;139;96;91;16;18;34;80;25;145;61;62;104;63;194;70;52;15;36;-999;44;91;96;8;4;8;2;15;12;5;5;-999;-999;8;162;13;28;23;7;184;180;31;46;45;59;53;45;8;4;34;15;6
17/01/2020;6;;163;159;107;161;201;109;11;36;48;130;20;80;85;64;121;92;272;81;51;70;89;13;198;66;82;13;5;13;3;17;19;4;10;-999;-999;7;-999;13;41;56;5;183;209;36;107;28;104;94;81;15;7;69;26;7
17/01/2020;7;;221;233;324;200;235;166;18;107;195;113;28;114;69;118;178;171;387;146;101;162;237;20;330;80;80;13;7;23;14;26;50;15;14;-999;-999;6;172;28;63;68;4;241;255;69;123;82;179;178;94;39;5;84;58;9
17/01/2020;8;;372;334;299;351;271;197;41;231;196;180;59;173;190;192;266;310;483;225;129;248;320;37;530;134;132;78;10;44;55;29;135;29;12;-999;-999;19;192;67;99;185;17;343;418;128;239;122;257;343;307;80;18;127;68;55
17/01/2020;9;;358;385;288;349;269;248;23;519;248;254;82;203;178;185;275;247;431;229;198;645;732;54;694;170;181;63;15;60;86;48;213;27;12;-999;-999;37;265;168;233;384;70;392;490;271;258;252;276;264;469;117;26;151;119;-999
17/01/2020;10;;219;259;230;315;256;291;15;320;99;233;49;266;218;168;321;172;303;213;150;359;338;68;422;161;134;35;10;71;66;93;177;30;8;-999;-999;93;191;175;104;407;44;396;383;335;105;160;182;60;240;201;20;152;95;-999
17/01/2020;11;;143;235;194;169;294;288;17;117;68;191;32;203;198;163;140;148;220;193;89;101;77;145;113;126;148;10;9;119;56;55;52;10;7;-999;-999;30;179;111;118;179;24;346;316;197;97;181;100;58;116;102;19;79;83;15
17/01/2020;12;;146;245;192;121;210;140;14;65;51;148;22;74;134;154;84;146;195;168;46;54;82;121;113;120;114;8;7;67;49;40;40;3;7;-999;-999;8;83;98;109;120;14;251;232;124;51;35;58;34;64;53;33;50;62;15
17/01/2020;13;;103;166;156;96;93;67;17;64;43;120;13;42;106;179;80;133;114;108;30;33;59;118;105;38;79;4;4;32;42;39;31;4;10;-999;-999;6;67;92;104;103;20;189;170;82;36;30;39;33;71;42;12;46;50;3
17/01/2020;14;;79;154;114;69;30;41;18;41;28;84;12;18;124;142;62;152;95;102;18;35;64;106;121;22;58;3;4;16;22;33;24;4;7;-999;-999;7;30;48;89;107;17;149;128;70;33;24;54;41;60;53;6;35;72;2
17/01/2020;15;;82;184;100;72;31;40;18;34;46;62;13;18;116;136;63;116;118;91;19;43;59;98;95;19;64;2;4;14;20;33;25;8;9;-999;-999;5;49;44;48;113;8;132;90;39;25;35;47;29;50;47;3;28;45;3
17/01/2020;16;;107;140;82;67;39;64;19;48;48;55;8;51;152;84;76;90;186;37;16;43;64;107;115;13;71;3;3;20;26;26;-999;5;10;-999;-999;6;82;25;43;145;11;268;92;27;37;40;76;30;73;37;3;14;42;7
17/01/2020;17;;70;140;76;66;75;80;19;40;256;38;9;92;152;86;78;113;179;41;17;45;135;144;145;11;68;7;5;27;39;39;33;4;12;-999;-999;8;216;37;59;158;27;408;195;39;48;40;158;94;74;70;3;25;149;41
17/01/2020;18;;84;224;75;80;90;134;21;63;277;41;10;140;247;97;117;165;128;75;16;88;153;44;189;7;63;38;14;43;52;42;100;6;13;-999;-999;12;498;50;75;407;19;268;492;52;43;52;214;238;70;80;4;55;213;66
17/01/2020;19;;104;243;94;108;105;173;27;105;272;46;16;211;395;124;162;199;244;101;28;162;214;35;224;4;58;44;20;49;86;38;130;3;16;-999;-999;29;365;55;81;347;18;190;535;174;66;66;237;437;154;88;7;87;338;32
17/01/2020;20;;230;251;115;249;79;155;20;104;243;94;11;191;258;135;291;202;365;117;40;235;184;38;324;4;64;20;24;75;71;46;92;15;18;-999;-999;26;372;59;97;358;24;219;569;230;91;69;325;297;208;101;13;114;74;44
17/01/2020;21;;316;321;176;313;58;116;17;130;203;183;12;141;201;261;391;218;517;216;36;220;207;41;345;21;81;14;25;57;47;31;82;56;29;-999;-999;8;381;88;91;239;26;405;387;83;131;74;231;287;208;88;11;115;46;31
17/01/2020;22;;419;359;280;345;88;121;17;69;94;300;17;114;86;261;380;256;491;292;84;154;83;26;315;76;171;8;16;30;21;23;35;25;16;-999;-999;7;347;81;94;115;24;331;415;75;124;89;162;230;154;57;10;135;34;27
17/01/2020;23;;457;295;515;326;166;125;11;47;97;291;30;100;57;254;341;375;382;351;148;60;45;18;118;104;141;6;10;21;5;18;16;17;14;-999;-999;8;293;62;74;95;21;315;359;63;150;61;150;146;187;62;7;112;25;23
17/01/2020;24;;229;275;345;351;174;124;10;20;51;214;86;85;32;285;156;375;178;433;211;24;21;24;80;81;99;4;8;13;5;17;11;8;9;-999;-999;9;249;45;70;69;16;301;404;114;213;70;149;134;157;35;6;34;15;22
18/01/2020;1;;148;275;209;-999;148;131;11;21;32;182;156;55;21;258;-999;270;151;267;259;18;12;31;68;90;136;3;6;12;6;19;6;5;4;-999;-999;3;237;40;91;58;13;291;439;40;174;110;112;87;81;23;5;45;12;8
18/01/2020;2;;118;193;150;163;103;147;12;8;39;136;248;40;19;158;107;181;89;173;309;10;9;15;41;67;90;3;5;9;4;16;6;5;5;-999;-999;3;216;34;72;30;15;259;323;29;64;62;59;51;35;9;4;32;11;7
18/01/2020;3;;107;188;159;170;87;116;13;10;32;75;187;28;20;120;76;158;114;118;197;7;11;17;41;60;-999;6;4;7;8;18;11;9;9;-999;-999;4;178;46;56;32;11;149;290;45;54;25;28;30;42;3;4;22;9;6
18/01/2020;4;;-999;-999;-999;166;-999;-999;-999;-999;-999;-999;87;-999;-999;-999;49;-999;-999;-999;-999;-999;-999;12;-999;-999;26;-999;-999;-999;-999;-999;5;13;-999;-999;-999;-999;175;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
18/01/2020;5;;87;116;113;128;81;104;21;-999;25;46;45;26;21;120;54;91;86;99;65;3;8;-999;30;2;12;3;2;3;5;12;3;8;10;-999;-999;13;201;37;43;25;13;154;280;61;25;31;52;61;24;5;2;24;11;2
18/01/2020;6;;51;186;75;38;101;89;13;-999;25;51;14;21;35;90;70;104;91;76;28;9;6;10;28;5;13;0;1;3;0;10;3;4;5;-999;-999;8;-999;28;46;50;12;145;185;47;27;24;34;53;23;9;5;21;17;2
18/01/2020;7;;32;184;118;43;89;55;10;-999;29;81;14;22;36;195;77;69;161;57;34;2;7;16;29;5;20;2;2;22;0;11;2;3;2;-999;-999;4;126;43;62;53;11;234;197;88;47;22;46;86;32;13;5;23;24;2
18/01/2020;8;;74;155;130;74;66;43;13;-999;54;79;23;25;70;190;67;122;63;101;38;6;19;34;35;-999;23;3;2;11;2;13;9;3;3;-999;-999;10;136;39;64;123;15;147;178;78;36;28;53;52;23;40;5;28;25;2
18/01/2020;9;;81;166;169;91;136;75;28;-999;44;80;17;29;57;254;67;124;89;116;37;12;50;40;162;-999;21;9;2;7;16;28;30;5;24;-999;-999;9;147;47;115;166;20;188;201;63;33;39;86;120;24;32;8;34;33;5
18/01/2020;10;;86;172;167;90;121;49;28;-999;42;78;24;35;54;239;50;117;109;135;36;28;55;72;130;-999;46;9;4;14;8;57;26;11;18;-999;-999;17;105;60;83;177;15;167;181;81;54;35;151;86;16;23;10;40;35;4
18/01/2020;11;;63;117;169;88;124;48;25;-999;26;53;21;33;53;256;57;127;62;108;35;21;22;30;73;19;25;4;5;11;5;28;17;16;23;-999;-999;25;153;58;73;173;19;158;132;98;40;29;102;20;27;31;12;36;56;2
18/01/2020;12;;48;105;112;33;135;38;45;-999;32;48;14;25;67;196;41;72;73;60;31;15;63;69;94;17;18;6;8;9;9;25;35;17;28;-999;-999;23;142;53;87;163;19;150;98;50;31;29;45;19;24;55;13;30;31;2
18/01/2020;13;;33;81;92;23;113;33;39;-999;17;45;13;18;70;169;35;49;48;44;26;17;56;83;96;18;39;9;6;11;11;-999;28;13;24;-999;-999;17;94;63;127;136;17;186;104;63;25;27;38;22;17;60;6;33;31;3
18/01/2020;14;;40;135;60;32;69;21;16;-999;7;46;14;17;65;187;54;79;79;53;31;12;41;62;88;5;42;3;3;8;7;-999;20;6;7;-999;-999;9;72;68;117;167;16;162;94;75;25;20;40;18;12;46;2;27;45;6
18/01/2020;15;;60;146;88;30;45;13;12;-999;20;64;17;29;72;146;63;78;107;59;30;11;31;63;71;4;41;1;2;6;7;14;15;4;5;-999;-999;9;63;48;105;101;20;111;92;56;31;20;33;11;14;33;3;21;47;8
18/01/2020;16;;55;165;88;46;76;56;10;-999;19;60;14;41;94;153;76;87;119;61;28;6;21;34;50;7;45;1;3;4;3;13;14;4;4;-999;-999;8;78;47;83;96;16;106;80;56;23;14;56;6;59;32;3;23;57;9
18/01/2020;17;;84;224;101;68;104;30;10;-999;32;39;14;49;126;179;91;125;170;55;24;8;23;42;49;0;60;1;3;3;5;14;14;4;4;-999;-999;5;103;46;102;134;12;132;80;81;36;35;72;5;78;36;3;28;59;8
18/01/2020;18;;125;258;102;86;139;69;12;-999;62;36;13;45;150;197;180;142;246;73;31;7;22;46;46;4;46;1;3;3;3;15;18;4;6;-999;-999;6;155;65;155;219;13;207;166;83;59;37;105;73;131;42;19;29;66;19
18/01/2020;19;;122;311;118;114;187;127;15;-999;69;55;17;57;172;266;194;116;307;103;58;15;32;62;79;3;47;4;3;7;8;21;30;5;6;-999;-999;5;207;62;148;240;24;207;287;113;59;75;115;157;97;46;19;43;79;25
18/01/2020;20;;114;340;187;119;167;150;20;-999;80;54;13;53;200;315;224;205;373;113;51;37;58;81;133;2;50;10;3;11;12;23;35;5;6;-999;-999;8;196;72;88;288;19;223;215;132;195;170;130;171;253;48;15;38;106;31
18/01/2020;21;;132;297;216;112;178;203;19;-999;104;51;18;47;127;374;280;247;453;171;50;18;41;65;110;1;46;8;7;10;14;20;29;8;5;-999;-999;14;190;86;92;218;9;203;171;160;204;137;167;209;238;42;11;32;85;39
18/01/2020;22;;169;245;209;114;167;119;16;-999;107;98;18;51;139;325;303;261;470;187;42;13;17;37;64;-999;53;6;6;11;9;15;17;5;5;-999;-999;3;194;50;81;89;21;158;214;123;238;88;144;212;172;16;10;20;97;12
18/01/2020;23;;196;224;204;142;106;161;13;-999;104;217;18;79;125;237;268;169;317;133;33;17;18;39;63;2;45;9;5;12;7;-999;19;11;4;-999;-999;5;161;46;80;152;11;113;191;156;250;125;113;121;191;10;11;20;80;12
18/01/2020;24;;224;167;122;165;82;140;11;-999;84;160;10;90;107;122;181;62;252;151;25;18;23;27;87;3;41;10;5;12;12;9;19;9;6;-999;-999;5;164;37;112;113;7;102;234;100;176;79;85;114;190;10;10;13;53;9
19/01/2020;1;;124;142;90;-999;81;112;11;15;48;123;13;93;63;60;-999;36;188;59;28;24;18;54;73;4;46;4;7;10;5;10;14;6;6;-999;-999;4;142;55;65;56;7;70;218;174;114;66;63;75;148;10;8;9;64;11
19/01/2020;2;;105;88;70;93;89;81;10;9;30;78;13;135;141;51;51;42;116;79;28;9;22;18;56;2;23;2;6;9;6;10;12;7;6;-999;-999;5;95;33;76;40;6;71;137;138;52;40;43;38;77;8;9;11;46;5
19/01/2020;3;;71;77;67;61;94;89;10;8;19;62;13;81;98;34;44;47;86;55;23;9;9;17;59;3;-999;2;4;10;4;10;13;9;7;-999;-999;7;83;24;50;28;5;40;95;110;54;31;32;44;61;6;8;11;30;7
19/01/2020;4;;-999;-999;-999;50;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;29;-999;-999;-999;-999;-999;-999;20;-999;-999;18;-999;-999;-999;-999;-999;25;7;-999;-999;-999;-999;79;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
19/01/2020;5;;57;59;50;50;68;68;15;15;15;38;10;39;29;32;25;26;84;31;15;7;9;-999;34;11;20;5;6;7;3;14;16;6;5;-999;-999;7;81;36;39;36;6;26;80;73;58;37;55;60;42;5;7;9;12;5
19/01/2020;6;;40;85;59;23;71;57;13;9;15;27;8;36;25;32;28;27;138;27;15;6;7;12;30;8;21;4;6;5;2;10;7;5;5;-999;-999;6;-999;25;34;28;4;22;48;60;63;22;80;51;49;4;6;8;12;3
19/01/2020;7;;52;98;67;22;53;35;10;8;14;19;7;36;22;42;30;40;171;36;15;11;10;14;37;8;54;3;6;5;2;15;16;5;5;-999;-999;5;38;24;37;29;4;28;62;56;70;23;105;49;38;5;6;7;15;5
19/01/2020;8;;63;114;87;43;42;30;14;25;16;25;7;36;23;63;54;71;99;48;19;39;22;35;66;11;64;4;7;8;10;17;49;7;5;-999;-999;7;35;27;50;48;5;37;53;31;45;27;116;85;26;7;7;7;15;5
19/01/2020;9;;52;96;86;42;52;32;10;17;18;47;9;31;28;57;50;56;78;50;24;34;25;37;63;18;62;3;5;9;7;15;28;8;6;-999;-999;6;53;30;53;61;6;34;43;28;40;28;87;82;57;14;6;7;16;4
19/01/2020;10;;41;71;60;43;77;37;10;31;15;28;10;24;50;62;30;38;46;49;31;38;25;87;66;35;42;3;5;8;9;37;27;9;8;-999;-999;6;46;32;56;46;10;29;43;23;67;36;81;58;55;9;7;6;20;4
19/01/2020;11;;39;55;69;32;69;26;8;28;24;27;10;19;81;46;31;29;53;40;23;32;26;83;58;33;40;2;4;7;15;23;13;9;11;-999;-999;7;35;34;81;62;11;41;31;27;39;33;58;34;27;8;6;8;14;5
19/01/2020;12;;33;37;60;28;54;26;12;24;25;35;12;14;83;50;31;31;74;41;23;27;23;76;44;24;27;3;4;8;11;25;17;7;11;-999;-999;6;43;35;79;102;7;45;38;40;27;21;58;13;14;6;8;8;12;2
19/01/2020;13;;32;44;63;30;51;41;12;22;28;38;14;13;64;106;29;37;49;41;22;18;25;87;36;20;26;3;4;15;10;17;7;8;11;-999;-999;4;36;54;70;69;6;76;43;31;28;17;33;7;15;8;10;8;14;2
19/01/2020;14;;48;43;59;28;31;16;12;15;14;35;15;14;51;117;21;38;37;38;20;14;18;51;37;18;26;7;4;33;3;15;8;8;8;-999;-999;4;42;31;51;38;6;64;62;16;21;13;30;7;7;5;8;6;9;3
19/01/2020;15;;25;38;48;25;32;17;9;11;10;26;9;15;45;107;19;35;57;27;14;10;11;21;37;6;16;3;5;7;2;16;9;7;10;-999;-999;3;26;20;47;38;6;40;47;9;11;11;14;4;8;5;8;4;5;2
19/01/2020;16;;49;83;60;33;37;22;13;16;7;28;10;20;41;64;27;44;92;53;8;18;15;29;48;6;14;3;3;11;5;20;13;7;15;-999;-999;3;58;19;58;49;5;27;42;13;13;17;23;5;11;6;9;5;7;2
19/01/2020;17;;141;174;74;66;90;18;13;24;93;26;16;32;52;61;76;85;168;64;12;38;40;25;75;15;21;4;4;15;11;29;20;13;18;-999;-999;3;72;16;72;106;5;25;67;17;46;26;78;7;25;9;10;7;10;2
19/01/2020;18;;161;157;129;206;167;36;17;32;69;33;16;49;75;107;173;175;310;80;17;61;45;65;104;46;31;4;5;12;19;23;61;24;10;-999;-999;4;96;44;85;159;7;23;95;22;116;38;158;10;114;12;12;15;14;3
19/01/2020;19;;189;145;118;264;134;50;14;25;80;66;30;69;73;134;143;161;176;85;65;20;28;62;88;72;71;3;4;10;21;20;38;23;6;-999;-999;3;64;37;89;224;6;22;67;19;80;39;147;17;97;11;13;7;13;3
19/01/2020;20;;85;130;109;85;93;36;10;19;17;87;22;33;29;186;110;117;148;102;49;15;24;51;103;55;53;4;4;8;21;19;25;18;7;-999;-999;3;30;33;72;101;3;23;34;22;66;39;96;2;73;12;11;7;14;2
19/01/2020;21;;77;141;114;49;68;25;10;25;4;62;12;12;28;112;89;95;140;98;32;12;24;32;85;44;53;3;4;7;7;13;10;13;10;-999;-999;2;57;46;61;87;6;26;88;27;120;33;87;23;30;9;7;7;10;2
19/01/2020;22;;98;102;115;24;44;21;8;11;2;60;8;23;41;82;51;68;131;81;24;8;12;20;58;45;44;3;5;6;5;9;9;10;11;-999;-999;2;99;20;54;53;5;22;127;17;48;18;38;2;12;5;7;5;5;2
19/01/2020;23;;81;62;85;23;43;16;6;8;3;38;4;24;21;61;30;54;114;52;15;6;8;17;44;63;32;3;3;4;3;7;6;10;4;-999;-999;1;78;20;48;55;4;21;109;15;15;14;49;1;9;5;5;5;3;2
19/01/2020;24;;47;60;85;16;39;17;6;5;11;26;5;20;11;45;20;37;82;45;15;5;8;16;39;44;32;1;3;4;1;7;5;7;3;-999;-999;2;95;27;42;44;1;16;126;19;9;9;64;2;7;3;4;6;3;1
20/01/2020;1;;38;36;57;-999;27;17;3;4;16;19;3;27;15;37;-999;35;83;40;10;3;7;12;34;8;24;0;3;2;0;7;3;4;2;-999;-999;2;91;11;37;29;2;13;78;15;8;7;32;1;5;2;2;3;3;1
20/01/2020;2;;26;15;47;8;23;12;3;3;4;12;3;23;10;31;13;22;91;34;5;2;3;8;29;10;22;0;3;2;0;6;3;3;1;-999;-999;1;88;19;34;20;1;10;46;8;14;7;25;1;4;1;2;3;1;1
20/01/2020;3;;18;17;29;4;24;10;3;2;0;10;2;11;8;25;12;15;51;72;6;1;3;7;25;3;-999;0;3;2;0;6;2;3;1;-999;-999;1;61;8;29;16;0;7;30;6;3;6;12;0;4;0;1;3;0;1
20/01/2020;4;;-999;-999;-999;3;-999;-999;-999;-999;-999;-999;15;-999;-999;-999;14;-999;-999;-999;-999;-999;-999;7;-999;-999;14;-999;-999;-999;-999;-999;2;3;-999;-999;-999;-999;57;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
20/01/2020;5;;36;29;39;13;57;12;11;12;5;11;5;28;22;23;13;29;97;28;12;3;5;-999;23;5;18;2;2;3;0;6;2;2;2;-999;-999;2;50;10;28;19;4;9;18;16;8;12;39;6;9;3;2;4;6;1
20/01/2020;6;;37;95;53;28;108;18;8;8;9;15;2;55;21;27;24;50;149;40;13;11;8;9;34;7;20;2;2;4;0;7;6;2;3;-999;-999;2;-999;14;34;34;3;29;30;10;13;7;65;5;7;3;2;3;7;1
20/01/2020;7;;77;158;130;37;127;36;12;11;16;65;3;77;19;55;130;102;281;75;21;14;14;17;38;23;34;2;3;5;1;8;6;4;3;-999;-999;3;66;18;43;62;3;28;90;16;14;7;126;5;7;7;6;3;9;1
20/01/2020;8;;137;195;170;60;241;74;17;19;35;98;6;96;81;94;196;138;314;148;67;19;41;33;77;37;52;3;5;11;5;9;7;7;5;-999;-999;6;100;93;83;133;22;33;201;40;30;10;193;6;23;15;7;5;15;3
20/01/2020;9;;149;307;205;52;302;79;14;26;41;99;6;244;65;95;239;173;279;176;39;23;49;43;102;58;63;5;4;12;6;10;12;7;7;-999;-999;6;172;117;178;214;26;63;245;57;37;14;233;6;42;21;5;7;22;4
20/01/2020;10;;98;180;138;69;247;29;14;23;60;99;6;192;57;97;93;113;270;150;22;42;37;33;78;49;67;6;5;11;5;9;8;6;9;-999;-999;6;210;61;115;270;47;75;223;82;20;12;141;6;15;16;6;7;14;5
20/01/2020;11;;86;109;191;78;116;31;7;23;83;-999;6;125;51;130;41;67;116;113;20;28;46;39;96;45;44;5;4;9;7;9;14;8;6;-999;-999;5;230;12;93;185;26;83;172;87;21;15;93;6;16;11;6;9;15;3
20/01/2020;12;;77;95;154;72;108;33;7;28;106;-999;6;86;43;140;43;66;194;85;21;23;46;41;88;38;34;5;4;11;11;10;11;9;6;-999;-999;5;240;34;90;124;24;62;127;90;19;23;115;5;18;12;7;10;14;3
20/01/2020;13;;73;101;174;79;86;24;7;23;93;-999;5;74;30;112;50;56;93;79;18;27;35;39;84;30;31;7;4;10;8;10;18;12;7;-999;-999;5;168;28;95;143;9;49;94;73;15;22;83;6;17;12;8;8;18;3
20/01/2020;14;;66;84;135;76;80;22;8;23;74;-999;7;44;41;98;40;55;123;86;17;29;39;41;77;28;32;7;4;11;11;11;20;11;6;-999;-999;7;71;31;103;132;8;75;95;58;18;26;97;5;21;13;8;11;23;4
20/01/2020;15;;89;101;131;94;79;25;9;18;81;-999;7;64;55;77;46;64;136;76;18;27;32;44;89;32;32;6;4;12;11;11;16;13;9;-999;-999;4;73;38;90;91;6;96;97;61;19;25;103;5;16;12;8;8;26;5
20/01/2020;16;;82;117;102;104;85;27;9;16;85;-999;8;83;84;60;51;62;124;77;19;26;36;38;91;34;34;6;7;11;8;13;19;16;8;-999;-999;4;94;24;84;181;10;62;118;111;17;25;116;5;22;14;7;8;16;4
20/01/2020;17;;80;112;98;134;126;35;12;24;109;59;29;84;79;76;57;83;134;78;24;27;32;41;97;30;32;7;5;11;12;12;21;19;8;-999;-999;6;104;59;137;255;10;61;215;114;23;26;124;6;20;12;8;10;20;4
20/01/2020;18;;120;127;144;78;195;49;13;20;201;72;8;87;56;79;62;82;175;83;26;27;31;42;91;39;40;6;4;10;9;24;27;15;8;-999;-999;6;209;53;106;396;7;70;300;89;56;26;205;7;44;13;10;9;22;3
20/01/2020;19;;137;128;126;59;167;61;11;26;179;63;8;57;110;84;71;82;218;98;28;33;32;37;105;58;38;7;5;10;10;13;24;17;7;-999;-999;5;221;82;139;371;7;79;317;102;165;26;190;6;42;15;10;9;25;4
20/01/2020;20;;132;145;122;75;178;81;10;21;236;65;8;112;105;95;67;90;189;96;32;23;25;38;86;39;41;7;7;9;7;14;19;18;5;-999;-999;6;286;40;75;252;9;76;308;52;65;30;291;6;22;15;9;8;23;4
20/01/2020;21;;108;135;136;72;141;68;8;17;143;64;9;102;88;79;66;85;155;82;26;9;18;32;78;48;42;8;5;7;6;13;14;18;4;-999;-999;5;291;49;82;208;8;31;229;34;124;21;220;11;117;13;8;7;14;3
20/01/2020;22;;85;101;109;84;144;79;9;13;124;45;6;79;60;85;46;76;125;62;19;8;10;23;60;33;32;6;5;6;4;10;9;15;6;-999;-999;5;245;31;47;139;7;27;189;22;168;14;105;4;81;8;9;7;7;3
20/01/2020;23;;65;100;112;33;127;45;6;9;55;40;5;46;30;56;63;87;126;65;15;7;9;18;45;52;24;5;4;6;4;8;5;7;4;-999;-999;5;248;30;43;104;5;19;178;24;62;13;83;3;24;6;8;7;10;3
20/01/2020;24;;51;102;67;18;108;30;3;9;53;38;4;65;23;42;53;67;96;42;14;6;14;18;39;24;30;4;4;4;1;8;4;5;3;-999;-999;4;230;20;30;60;6;15;136;15;81;10;73;3;7;4;5;6;9;2
21/01/2020;1;;36;76;70;-999;50;48;3;10;33;32;4;54;9;37;-999;57;128;41;11;6;9;19;35;20;29;3;4;4;0;9;4;4;3;-999;-999;4;203;17;28;37;8;30;97;12;8;8;42;4;3;3;4;5;9;2
21/01/2020;2;;29;37;84;16;35;60;3;9;32;47;3;49;-999;28;36;31;41;106;11;6;9;32;40;10;25;4;3;4;1;14;7;3;3;-999;-999;3;163;16;26;29;3;24;79;10;25;7;20;3;19;3;3;4;11;2
21/01/2020;3;;20;21;46;22;35;70;2;7;21;29;2;89;-999;21;21;21;40;54;8;5;8;15;33;8;-999;2;3;3;0;35;9;3;3;-999;-999;3;131;10;18;23;3;16;136;6;31;5;23;7;26;2;2;3;12;1
21/01/2020;4;;-999;-999;-999;27;-999;-999;-999;-999;-999;-999;18;-999;-999;-999;13;-999;-999;-999;-999;-999;-999;14;-999;-999;19;-999;-999;-999;-999;-999;13;3;-999;-999;-999;-999;119;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
21/01/2020;5;;35;45;50;29;54;32;9;16;28;23;6;40;25;26;23;24;60;32;15;7;26;-999;49;8;23;3;2;4;1;13;18;2;3;-999;-999;3;106;10;26;21;4;28;45;18;26;13;55;10;28;4;2;3;24;2
21/01/2020;6;;29;200;65;43;184;47;13;12;44;26;4;36;41;33;24;41;102;42;16;17;26;27;66;13;23;2;2;4;2;19;19;2;4;-999;-999;3;-999;16;28;89;6;92;74;9;97;15;96;9;43;4;4;3;45;1
21/01/2020;7;;59;305;170;62;267;81;16;20;171;55;8;50;106;59;81;98;163;102;30;18;37;58;66;22;37;3;3;6;4;41;56;4;5;-999;-999;3;-999;17;31;86;5;169;171;11;131;36;181;5;117;7;5;3;125;1
21/01/2020;8;;90;338;195;109;363;168;30;81;204;185;17;46;148;94;141;168;316;176;33;53;181;76;205;48;49;5;3;28;13;47;76;6;11;-999;-999;5;-999;42;64;241;18;259;384;19;286;77;251;7;345;13;12;7;101;3
